地址,房子朝向,租贷类型,户型,楼层,住房面积,价格（元/月）,来源,特点,是否精选
昌平-东关-水关新村,南,整租,2室1厅1卫,高楼层（6层）,56.34㎡,3200,链家,"官方核验,精装,集中供暖",0
朝阳-健翔桥-安翔里小区,南北,整租,2室1厅1卫,高楼层（14层）,87.06㎡,8600,链家,"官方核验,精装,集中供暖,随时看房",0
朝阳-望京-南湖东园一区,南,整租,2室1厅2卫,低楼层（7层）,108.00㎡,8303,自如,"公寓,近地铁,精装,集中供暖,押一付一,双卫生间,随时看房",0
朝阳-红庙-延静里中街,南,整租,2室1厅1卫,中楼层（4层）,40.50㎡,6200,链家,"官方核验,近地铁,精装,集中供暖",0
丰台-马家堡-星河城西区,东北,合租,3居室,低楼层（17层）,12.50㎡,2830,自如,"公寓,月租,近地铁,精装,集中供暖,押一付一",0
朝阳-望京-世安家园,东,整租,2室1厅1卫,高楼层（24层）,84.00㎡,7000,链家,"官方核验,精装,集中供暖",0
朝阳-朝阳公园-观湖国际,东南,整租,2室2厅2卫,低楼层（28层）,144.00㎡,16000,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0
朝阳-石佛营-八里庄北里小区,东南,整租,1室1厅1卫,高楼层（18层）,47.17㎡,5460,自如,"公寓,精装,集中供暖,押一付一,随时看房",1
海淀-清河-橡树湾三期,南北,整租,3室2厅2卫,中楼层（18层）,157.00㎡,16000,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0
亦庄开发区-通州-融创亦庄壹号,北,合租,3居室,中楼层（18层）,7.00㎡,2175,自如,"公寓,月租,精装,集中供暖,押一付一,随时看房",1
昌平-回龙观-流星花园二区,南,合租,3居室,高楼层（6层）,69.30㎡,4490,自如,"公寓,独立卫生间,精装,独立阳台,押一付一,随时看房",1
朝阳-双桥-朝阳旺角,南北,整租,2室1厅2卫,中楼层（6层）,102.44㎡,5500,链家,"官方核验,精装,集中供暖,双卫生间",0
朝阳-双桥-华美橡树岭,东,整租,1房间1卫,高楼层（6层）,49.39㎡,3200,链家,"官方核验,精装,集中供暖,随时看房",0
昌平-天通苑-天通苑东三区,北,合租,4居室,中楼层（7层）,15.00㎡,2060,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1
朝阳-CBD-光辉南里,南,整租,1室1厅1卫,中楼层（6层）,39.68㎡,5000,链家,"官方核验,近地铁,集中供暖",0
朝阳-潘家园-弘善家园,东,整租,2室1厅1卫,低楼层（28层）,70.80㎡,6560,自如,"公寓,精装,押一付一",1
海淀-清河-怡清园,东西,整租,2室1厅1卫,中楼层（6层）,92.00㎡,7000,链家,"官方核验,近地铁,集中供暖",0
石景山-鲁谷-久筑物业,东,整租,1室1厅1卫,高楼层（15层）,60.00㎡,4600,链家,"官方核验,精装,集中供暖",0
海淀-苏州桥-中关村公馆,北,整租,2房间1卫,中楼层（15层）,40.75㎡,8260,自如,"公寓,近地铁,精装,集中供暖,押一付一",0
顺义-顺义城-石景苑,东南,整租,2室1厅1卫,高楼层（15层）,100.00㎡,4200,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
朝阳-石佛营-炫特嘉园二期,北,整租,1室1厅1卫,高楼层（28层）,41.31㎡,5060,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
朝阳-国展-左家庄北里,南北,整租,2室1厅1卫,低楼层（6层）,55.07㎡,7000,链家,"官方核验,月租,近地铁,精装,集中供暖",0
大兴-瀛海-中海寰宇时代,南北,整租,3室1厅1卫,中楼层（15层）,88.16㎡,6500,链家,"官方核验,近地铁,精装,集中供暖",0
西城-德胜门-邱家胡同,南北,整租,2室1厅1卫,高楼层（6层）,60.50㎡,7800,链家,"官方核验,集中供暖,随时看房",0
朝阳-朝青-国美第一城3号院,西南,整租,2室2厅1卫,中楼层（27层）,89.00㎡,6700,链家,"官方核验,精装,集中供暖,随时看房",0
朝阳-亚运村-慧忠里C区,南北,整租,1室1厅1卫,低楼层（6层）,46.83㎡,5900,链家,"官方核验,精装,集中供暖",0
大兴-高米店-康庄路23号院,东,合租,4居室,高楼层（18层）,10.99㎡,1790,自如,"公寓,近地铁,精装,押一付一",0
房山-良乡-四合巷小区,南,整租,2室1厅1卫,高楼层（6层）,57.05㎡,2500,链家,"官方核验,精装,集中供暖",0
朝阳-劲松-农光里,南北,整租,1室1厅1卫,高楼层（6层）,59.00㎡,5000,链家,"官方核验,近地铁,集中供暖",0
朝阳-朝青-国美第一城2号院,西南,合租,4居室,中楼层（27层）,7.30㎡,2290,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
丰台-蒲黄榆-蒲黄榆三里,南,整租,2室1厅1卫,高楼层（12层）,50.50㎡,5760,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
朝阳-双井-百环家园,北,整租,1室1厅1卫,高楼层（27层）,58.23㎡,6200,链家,"官方核验,精装,集中供暖",0
丰台-草桥-玺萌丽苑,北,整租,1室1厅1卫,低楼层（24层）,28.33㎡,4130,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
朝阳-定福庄-泰福苑D1区,南,合租,3居室,中楼层（27层）,15.00㎡,2760,自如,"公寓,近地铁,精装,独立阳台,押一付一,随时看房",0
顺义-马坡-首开中晟广场,南,整租,2房间1卫,低楼层（10层）,57.00㎡,2800,链家,"官方核验,精装,集中供暖",0
朝阳-垡头-燕保祈东家园二期,南,整租,2室1厅1卫,低楼层（28层）,80.00㎡,4800,链家,"官方核验,精装,集中供暖",0
房山-长阳-芭蕾雨悦都南区,南,合租,3居室,中楼层（9层）,17.80㎡,2760,自如,"公寓,独立卫生间,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",0
顺义-后沙峪-清岚花园回民营一区,南北,整租,3室1厅1卫,高楼层（6层）,102.20㎡,4000,链家,"官方核验,随时看房",0
通州-乔庄-玉桥北里,南北,整租,2室1厅1卫,低楼层（6层）,60.00㎡,3100,链家,"官方核验,集中供暖,随时看房",0
顺义-顺义城-胜利小区,南,合租,5居室,高楼层（6层）,10.10㎡,1460,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1
海淀-西山-门头馨园,南,整租,2室1厅1卫,中楼层（6层）,89.00㎡,7490,自如,"公寓,精装,押一付一,随时看房",1
丰台-方庄-紫芳园三区,东南北,整租,2室1厅1卫,高楼层（19层）,118.00㎡,12000,链家,"官方核验,集中供暖",0
顺义-顺义其它-空港国际,东,整租,1室1厅1卫,高楼层（14层）,53.70㎡,3630,自如,"公寓,精装,集中供暖,押一付一",1
朝阳-四惠-通惠家园,南,整租,2室1厅1卫,中楼层（9层）,98.15㎡,8460,自如,"公寓,精装,集中供暖,押一付一",1
朝阳-定福庄-福盈家园,南,整租,2室1厅1卫,中楼层（20层）,73.55㎡,6430,自如,"公寓,精装,押一付一,随时看房",0
东城-广渠门-广渠家园,西,整租,2室2厅1卫,低楼层（29层）,71.27㎡,6300,链家,"官方核验,精装,集中供暖,随时看房",0
石景山-苹果园-西山麓园,南北,整租,2室1厅1卫,高楼层（18层）,80.00㎡,6000,链家,"官方核验,精装,集中供暖",0
海淀-苏州桥-海淀南路,南北,整租,3室1厅1卫,低楼层（12层）,70.00㎡,13500,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
通州-武夷花园-运河湾北区,南,整租,2室1厅1卫,低楼层（32层）,88.00㎡,5000,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
昌平-北七家-王府温馨公寓,北,合租,4居室,高楼层（6层）,9.75㎡,1390,自如,"公寓,精装,集中供暖,押一付一",0
石景山-古城-古城北路,东,整租,2室1厅1卫,中楼层（6层）,43.35㎡,5159,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
房山-良乡-旭辉E天地,南,整租,2房间1卫,低楼层（14层）,37.00㎡,2500,链家,"官方核验,精装,集中供暖",0
西城-宣武门-海格国际,北,整租,1室0厅1卫,低楼层（19层）,50.01㎡,6933,链家,"官方核验,近地铁,精装,集中供暖",0
朝阳-中央别墅区-康营家园二十九区,南,合租,3居室,高楼层（11层）,11.70㎡,1862,自如,"公寓,月租,精装,押一付一,随时看房",0
朝阳-亚运村小营-育慧里二区,南,整租,2室1厅1卫,高楼层（6层）,59.75㎡,6730,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
西城-月坛-月坛北街,南北,整租,2室1厅1卫,低楼层（11层）,56.20㎡,9000,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
朝阳-双井-富力城C区,南,整租,2室1厅2卫,低楼层（25层）,118.52㎡,16000,链家,"官方核验,精装,集中供暖,双卫生间",0
朝阳-劲松-农光东里,东西,整租,2室1厅1卫,高楼层（6层）,57.62㎡,5600,链家,"官方核验,近地铁,精装,集中供暖",0
西城-阜成门-百万庄7号院,南,整租,1室1厅1卫,高楼层（5层）,36.00㎡,6200,链家,"官方核验,精装,集中供暖",0
朝阳-常营-北京新天地二期,南,整租,2室2厅1卫,中楼层（28层）,97.56㎡,6700,链家,"官方核验,精装,集中供暖,随时看房",0
朝阳-朝阳公园-泛海国际香海园,南北,整租,2室2厅2卫,中楼层（18层）,146.41㎡,22000,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0
朝阳-朝阳公园-泛海国际碧海园,南北,整租,2室2厅2卫,中楼层（18层）,143.93㎡,23000,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0
密云-鼓楼街道-沿湖小区南区,南,整租,3室2厅2卫,中楼层（7层）,95.00㎡,2300,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0
朝阳-四惠-壹线国际,南,整租,1室0厅1卫,中楼层（6层）,45.00㎡,5400,链家,"官方核验,精装,集中供暖,随时看房",0
顺义-后沙峪-金地中央世家,南,整租,2房间2卫,低楼层（11层）,44.50㎡,3400,链家,"官方核验,精装,集中供暖,双卫生间",0
西城-西单-天安国汇,北,整租,2室2厅3卫,高楼层（17层）,254.95㎡,68000,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
朝阳-东大桥-关东店北街,南,合租,2居室,高楼层（18层）,13.70㎡,3790,自如,"公寓,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",0
东城-建国门内-赵堂子胡同,北,合租,4居室,高楼层（7层）,12.00㎡,2400,中天置地,"公寓,精装,随时看房",1
昌平-西三旗-旗胜家园,北,合租,3居室,低楼层（16层）,9.00㎡,2360,自如,"公寓,精装,押一付一",1
朝阳-亚运村小营-嘉铭桐城D区,南北,整租,2室1厅1卫,低楼层（15层）,120.00㎡,13000,链家,"官方核验,近地铁,精装,随时看房",0
昌平-东关-红石座,东北,整租,1房间1卫,高楼层（6层）,67.36㎡,3300,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
朝阳-望京-青年报社公寓,南,合租,5居室,低楼层（21层）,15.00㎡,2500,无忧吾寓,"租住保障,月租,精装,集中供暖",1
西城-月坛-建邦礼仕阁,西,整租,1室1厅1卫,高楼层（10层）,86.00㎡,15500,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
海淀-万柳-新起点嘉园,北,整租,1室1厅1卫,低楼层（19层）,62.66㎡,7860,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
朝阳-望京-望京西园一区,南,合租,3居室,低楼层（6层）,15.00㎡,2400,无忧吾寓,"租住保障,月租,近地铁,精装",0
朝阳-朝阳公园-泛海国际碧海园,南北,整租,3室2厅2卫,高楼层（18层）,187.00㎡,29000,链家,"官方核验,精装,集中供暖,双卫生间",0
大兴-旧宫-东亚五环国际,南北,整租,1房间1卫,低楼层（19层）,123.00㎡,8000,链家,"官方核验,集中供暖",0
通州-梨园-新通国际花园,南北,整租,2室1厅1卫,高楼层（28层）,86.26㎡,5200,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
海淀-苏州桥-万泉庄小区,西,整租,1室1厅1卫,低楼层（6层）,47.20㎡,6327,自如,"公寓,月租,精装,集中供暖,押一付一,随时看房",0
西城-木樨地-白云观,南,整租,1室1厅1卫,高楼层（6层）,47.60㎡,5400,链家,"官方核验,集中供暖,随时看房",0
海淀-清河-橡树湾四期,南西,整租,2室1厅1卫,低楼层（20层）,101.07㎡,12000,链家,"官方核验,精装,集中供暖",0
通州-九棵树(家乐福)-龙湖花盛香醍,南北,整租,4室2厅3卫,中楼层（8层）,227.40㎡,15000,链家,"官方核验,精装,集中供暖",0
朝阳-四惠-住邦2000,南,整租,1室0厅0卫,高楼层（22层）,109.00㎡,12000,链家,"官方核验,近地铁,集中供暖",0
海淀-双榆树-双榆树东里,南,整租,2室1厅1卫,低楼层（6层）,53.00㎡,7300,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
朝阳-亚运村小营-干杨树,南,整租,2室1厅1卫,低楼层（20层）,74.96㎡,9190,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
昌平-回龙观-田园风光雅苑,北,合租,3居室,高楼层（6层）,9.00㎡,2060,自如,"公寓,近地铁,精装,押一付一",0
朝阳-朝阳公园-瞰都国际,东,整租,1室1厅1卫,高楼层（27层）,61.00㎡,7200,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
昌平-沙河-北街家园七区,北,合租,3居室,低楼层（18层）,9.50㎡,1660,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
朝阳-奥林匹克公园-领地OFFICE,北,整租,1室1厅1卫,高楼层（16层）,61.50㎡,5600,链家,"官方核验,近地铁,集中供暖,随时看房",0
海淀-小西天-志强北园,南,合租,3居室,高楼层（6层）,18.70㎡,4130,自如,"公寓,精装,独立阳台,集中供暖,押一付一,随时看房",0
顺义-顺义其它-鹭峯国际,南,整租,4房间2卫,高楼层（14层）,133.00㎡,5500,链家,"官方核验,精装,集中供暖,双卫生间",0
密云-鼓楼街道-世纪家园,西南,整租,2室1厅1卫,高楼层（20层）,102.09㎡,2300,链家,"官方核验,集中供暖",0
朝阳-首都机场-机场南路东里,南北,整租,2室1厅1卫,高楼层（6层）,80.00㎡,3900,链家,"官方核验,精装,集中供暖,随时看房",0
房山-良乡-首创伊林郡一期,南北,整租,3室2厅2卫,高楼层（18层）,126.57㎡,4900,链家,"官方核验,精装,双卫生间",0
海淀-公主坟-普惠南里,西南,整租,1室1厅1卫,中楼层（20层）,51.00㎡,6800,链家,"官方核验,精装,集中供暖",0
丰台-科技园区-富锦嘉园四区,北,整租,2室1厅1卫,低楼层（7层）,88.81㎡,6160,自如,"公寓,精装,押一付一",0
房山-良乡-新建巷小区,南,整租,2室1厅1卫,高楼层（5层）,51.83㎡,1900,链家,"官方核验,集中供暖,随时看房",0
海淀-五道口-成府路20号院,北,合租,3居室,高楼层（5层）,7.80㎡,3290,自如,"公寓,近地铁,精装,集中供暖,押一付一",1
丰台-马家堡-嘉园一里,东南,合租,3居室,高楼层（22层）,14.00㎡,2973,自如,"公寓,月租,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",1
石景山-苹果园-苹果园小区二区,东南,整租,2室1厅1卫,中楼层（16层）,58.44㎡,5000,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
通州-北关-天赐良园一期,南北,整租,2室1厅1卫,中楼层（7层）,96.00㎡,5600,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
海淀-五棵松-永定路57号院,南,整租,2室1厅1卫,低楼层（15层）,64.00㎡,6760,自如,"公寓,精装,集中供暖,押一付一",1
昌平-北七家-望都家园,南,合租,5居室,高楼层（7层）,14.50㎡,1690,自如,"公寓,精装,集中供暖,押一付一,随时看房",1
朝阳-三元桥-凤凰城三期,南,整租,2室2厅2卫,低楼层（31层）,115.25㎡,22900,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0
朝阳-欢乐谷-紫南家园北区,西南,整租,1室1厅1卫,中楼层（7层）,66.22㎡,7000,链家,"官方核验,近地铁,精装,集中供暖",0
东城-安定门-永康胡同5号院,南,整租,2室1厅1卫,高楼层（5层）,50.72㎡,7890,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
海淀-西二旗-燕尚园,南,整租,3室2厅2卫,低楼层（8层）,132.00㎡,12000,链家,"官方核验,精装,双卫生间,随时看房",0
朝阳-高碑店-富华家园,西,合租,4居室,高楼层（24层）,12.40㎡,2330,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
通州-北关-天赐良园一期,南,合租,3居室,高楼层（7层）,8.10㎡,2030,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
大兴-义和庄-万科天地,西北,整租,4房间2卫,高楼层（13层）,81.70㎡,5800,链家,"官方核验,近地铁,精装,集中供暖,双卫生间,随时看房",0
昌平-回龙观-万橡悦府二期,南北,整租,2室1厅1卫,低楼层（10层）,71.00㎡,6800,链家,"官方核验,近地铁,精装,集中供暖",0
房山-良乡-四合巷小区,南,整租,2室2厅1卫,低楼层（6层）,75.00㎡,3200,链家,"官方核验,精装,集中供暖",0
